Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   24962/150207      std::__detail::_Hashtable_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<true, false, true> >::_M_equals(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__detail::_Hash_node_value<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true> const&) const <cycle 1> [54]
                0.01    0.00  125155/150207      std::basic_string_view<char, std::char_traits<char> >::rfind(char, unsigned long) const [85]
[65]     1.2    0.01    0.00  150207+32      std::_Function_handler<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*), HTTPServer::setup_default_routes()::{lambda(req_context*)#5}>::_M_invoke(std::_Any_data const&, req_context*&&) [65]
                0.00    0.00      24/2442081     HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const* std::__addressof<HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const>(HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const&) [82]
                                  32             std::_Function_handler<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*), HTTPServer::setup_default_routes()::{lambda(req_context*)#5}>::_M_invoke(std::_Any_data const&, req_context*&&) [65]
-----------------------------------------------
                               24980             std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const <cycle 1> [2890]
[66]     1.2    0.01    0.00   24980         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const <cycle 1> [66]
                0.00    0.00      10/2442081     HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const* std::__addressof<HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const>(HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const&) [82]
                               24987             std::__detail::_Hashtable_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<true, false, true> >::_M_equals(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, std::__detail::_Hash_node_value<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true> const&) const <cycle 1> [54]
-----------------------------------------------
                0.00    0.00   48952/660013      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) <cycle 1> [99]
                0.00    0.00  145812/660013      std::basic_string_view<char, std::char_traits<char> >::find_last_not_of(char const*, unsigned long) const [93]
                0.00    0.00  146000/660013      std::basic_string_view<char, std::char_traits<char> >::find_first_not_of(char const*, unsigned long) const [92]
                0.00    0.00  148987/660013      std::basic_string_view<char, std::char_traits<char> >::basic_string_view(char const*) [53]
                0.00    0.00  170262/660013      std::basic_string_view<char, std::char_traits<char> >::find(char const*, unsigned long) const [91]
[67]     1.2    0.01    0.00  660013         std::char_traits<char>::length(char const*) [67]
-----------------------------------------------
                0.01    0.00   73777/73777       std::__cxx11::to_string(int) [44]
[68]     1.2    0.01    0.00   73777         void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int) [68]
-----------------------------------------------
                0.01    0.00   73689/73689       std::__cxx11::to_string(int) [44]
[69]     1.2    0.01    0.00   73689         unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int) [69]
-----------------------------------------------
                0.00    0.00       1/72380       EventPoll::EventPoll(char const*, char const*, std::function<void (req_context*)>) [6]
                0.01    0.00   72379/72380       EventPoll::event_loop() <cycle 1> [17]
[70]     1.2    0.01    0.00   72380         Socket::get_socket() const [70]
-----------------------------------------------
                0.00    0.00   25398/50845       context_pool::alloc_req_context(int, int) [39]
                0.01    0.00   25447/50845       context_pool::free_req_context(req_context*) [31]
[71]     1.2    0.01    0.00   50845         context_pool::spin_lock(std::atomic_flag*) [71]
                0.00    0.00   50843/50843       std::atomic_flag_test_and_set_explicit(std::atomic_flag*, std::memory_order) [2857]
-----------------------------------------------
                0.00    0.00   25392/50836       context_pool::alloc_req_context(int, int) [39]
                0.01    0.00   25444/50836       context_pool::free_req_context(req_context*) [31]
[72]     1.2    0.01    0.00   50836         int std::atomic_load<int>(std::atomic<int> const*) [72]
                0.00    0.00   50839/50839       int std::atomic_load_explicit<int>(std::atomic<int> const*, std::memory_order) [2858]
-----------------------------------------------
                0.00    0.00   24534/49588       HTTPServer::build_error_response(int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [33]
                0.01    0.00   25054/49588       HTTPServer::build_success_response[abi:cxx11](int, std::basic_string_view<char, std::char_traits<char> >, unsigned long) <cycle 1> [43]
[73]     1.2    0.01    0.00   49588         HTTPBuilder::clear() [73]
-----------------------------------------------
                0.01    0.00   49473/49473       std::reference_wrapper<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::reference_wrapper<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [41]
[74]     1.2    0.01    0.00   49473         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&) [74]
-----------------------------------------------
                0.01    0.00   49257/49257       std::__cxx11::to_string(unsigned long) [51]
[75]     1.2    0.01    0.00   49257         void std::__detail::__to_chars_10_impl<unsigned long>(char*, unsigned int, unsigned long) [75]
-----------------------------------------------
                               49101             handleClient(req_context*) <cycle 1> [21]
[76]     1.2    0.01    0.00   49101         TLS wrapper function for http_server <cycle 1> [76]
                               49019             TLS init function for http_server <cycle 1> [2872]
-----------------------------------------------
                               24476             void (*&std::forward<void (*&)(req_context*)>(std::remove_reference<void (*&)(req_context*)>::type&))(req_context*) <cycle 1> [77]
                               48961             std::enable_if<is_invocable_r_v<void, void (*&)(req_context*), req_context*>, void>::type std::__invoke_r<void, void (*&)(req_context*), req_context*>(void (*&)(req_context*), req_context*&&) <cycle 1> [2913]
[77]     1.2    0.01    0.00   48961+24476   void (*&std::forward<void (*&)(req_context*)>(std::remove_reference<void (*&)(req_context*)>::type&))(req_context*) <cycle 1> [77]
                0.00    0.00   24535/195306      req_context*&& std::forward<req_context*>(std::remove_reference<req_context*>::type&) [2819]
                               24467             handleClient(req_context*) <cycle 1> [21]
                               24476             void (*&std::forward<void (*&)(req_context*)>(std::remove_reference<void (*&)(req_context*)>::type&))(req_context*) <cycle 1> [77]
-----------------------------------------------
                               47107             std::unique_lock<std::mutex>::unique_lock(std::mutex&) <cycle 1> [2878]
[78]     1.2    0.01    0.00   47107         std::unique_lock<std::mutex>::lock() <cycle 1> [78]
                               47309             std::mutex::lock() <cycle 1> [47]
-----------------------------------------------
                0.01    0.00   47073/47073       EventPoll::handle_new_connections() [34]
[79]     1.2    0.01    0.00   47073         Socket::accept_connection() [79]
-----------------------------------------------
                0.01    0.00   24432/24432       HTTPServer::build_error_response(int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [33]
[80]     1.2    0.01    0.00   24432         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [80]
                0.00    0.00   24564/97961       std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [2835]
-----------------------------------------------
                0.01    0.00   24185/24185       __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > > std::__find_if<__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__ops::_Iter_pred<HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}> >(__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__ops::_Iter_pred<HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}>, std::random_access_iterator_tag) [clone .constprop.0] [58]
[81]     1.2    0.01    0.00   24185         __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >::difference_type __gnu_cxx::operator-<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >(__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > > const&, __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > > const&) [81]
                0.00    0.00   48630/97533       __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >::base() const [2837]
-----------------------------------------------
                              645965             HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const* std::__addressof<HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const>(HTTPServer::setup_default_routes()::{lambda(req_context*)#1} const&) [82]
                0.00    0.00       2/2442081     std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>*, unsigned long) [148]
                0.00    0.00       2/2442081     std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::clear() [167]
                0.00    0.00      10/2442081     std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node(unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long) const <cycle 1> [66]
                0.00    0.00      12/2442081     void std::_Function_base::_Base_manager<HTTPServer::setup_default_routes()::{lambda(req_context*)#1}>::_M_create<HTTPServer::setup_default_routes()::{lambda(req_context*)#1}>(std::_Any_data&, HTTPServer::setup_default_routes()::{lambda(req_context*)#1}&&, std::integral_constant<bool, true>) [clone .constprop.0] [188]
                0.00    0.00      12/2442081     void std::_Function_base::_Base_manager<HTTPServer::setup_default_routes()::{lambda(req_context*)#2}>::_M_create<HTTPServer::setup_default_routes()::{lambda(req_context*)#2}>(std::_Any_data&, HTTPServer::setup_default_routes()::{lambda(req_context*)#2}&&, std::integral_constant<bool, true>) [clone .constprop.0] [180]
                0.00    0.00      12/2442081     void std::_Function_base::_Base_manager<HTTPServer::setup_default_routes()::{lambda(req_context*)#3}>::_M_create<HTTPServer::setup_default_routes()::{lambda(req_context*)#3}>(std::_Any_data&, HTTPServer::setup_default_routes()::{lambda(req_context*)#3}&&, std::integral_constant<bool, true>) [clone .constprop.0] [182]
                0.00    0.00      12/2442081     void std::_Function_base::_Base_manager<HTTPServer::setup_default_routes()::{lambda(req_context*)#4}>::_M_create<HTTPServer::setup_default_routes()::{lambda(req_context*)#4}>(std::_Any_data&, HTTPServer::setup_default_routes()::{lambda(req_context*)#4}&&, std::integral_constant<bool, true>) [clone .constprop.0] [184]
                0.00    0.00      12/2442081     void std::_Function_base::_Base_manager<HTTPServer::setup_default_routes()::{lambda(req_context*)#5}>::_M_create<HTTPServer::setup_default_routes()::{lambda(req_context*)#5}>(std::_Any_data&, HTTPServer::setup_default_routes()::{lambda(req_context*)#5}&&, std::integral_constant<bool, true>) [clone .constprop.0] [186]
                0.00    0.00      12/2442081     std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*)>::function<HTTPServer::setup_default_routes()::{lambda(req_context*)#1}, void>(HTTPServer::setup_default_routes()::{lambda(req_context*)#1}&&) [153]
                0.00    0.00      12/2442081     std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*)>::function<HTTPServer::setup_default_routes()::{lambda(req_context*)#2}, void>(HTTPServer::setup_default_routes()::{lambda(req_context*)#2}&&) [149]
                0.00    0.00      12/2442081     std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*)>::function<HTTPServer::setup_default_routes()::{lambda(req_context*)#3}, void>(HTTPServer::setup_default_routes()::{lambda(req_context*)#3}&&) [150]
                0.00    0.00      12/2442081     std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*)>::function<HTTPServer::setup_default_routes()::{lambda(req_context*)#4}, void>(HTTPServer::setup_default_routes()::{lambda(req_context*)#4}&&) [151]
                0.00    0.00      12/2442081     std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*)>::function<HTTPServer::setup_default_routes()::{lambda(req_context*)#5}, void>(HTTPServer::setup_default_routes()::{lambda(req_context*)#5}&&) [152]
                0.00    0.00      18/2442081     std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>*) [178]
                0.00    0.00      18/2442081     std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>*) [168]
                0.00    0.00      18/2442081     std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [176]
                0.00    0.00      18/2442081     std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const <cycle 1> [147]
                0.00    0.00      24/2442081     std::_Function_handler<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*), HTTPServer::setup_default_routes()::{lambda(req_context*)#5}>::_M_invoke(std::_Any_data const&, req_context*&&) [65]
                0.00    0.00      24/2442081     std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>*) [175]
                0.00    0.00      28/2442081     std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_allocate_buckets(unsigned long) [159]
                0.00    0.00      36/2442081     std::vector<http_uri_handler, std::allocator<http_uri_handler> >::reserve(unsigned long) [155]
                0.00    0.00      36/2442081     std::vector<std::pair<std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> > >, std::allocator<std::pair<std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> > > > >::reserve(unsigned long) <cycle 1> [156]
                0.00    0.00      36/2442081     std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true> > >::_M_allocate_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [163]
                0.00    0.00     120/2442081     std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*)>::operator bool() const [157]
                0.00    0.00     360/2442081     HTTPServer::add_route(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >, std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*)>) <cycle 1> [130]
                0.00    0.00   24304/2442081     HTTPBuilder::http_resp_add_content_body(std::basic_string_view<char, std::char_traits<char> >) [87]
                0.00    0.00   24305/2442081     HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >) [55]
                0.00    0.00   24322/2442081     std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*)>::operator()(req_context*) const <cycle 1> [112]
                0.00    0.00   24327/2442081     std::_Function_base::_Base_manager<HTTPServer::setup_default_routes()::{lambda(req_context*)#1}>::_M_get_pointer(std::_Any_data const&) [111]
                0.00    0.00   24341/2442081     __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > > std::__find_if<__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__ops::_Iter_pred<HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}> >(__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, __gnu_cxx::__ops::_Iter_pred<HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}>, std::random_access_iterator_tag) [clone .constprop.0] [58]
                0.00    0.00   24845/2442081     HTTPBuilder::http_resp_add_access_auth(std::basic_string_view<char, std::char_traits<char> >) [110]
                0.00    0.00   24917/2442081     HTTPServer::send_response_header(req_context*) <cycle 1> [24]
                0.00    0.00   24933/2442081     std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const <cycle 1> [62]
                0.00    0.00   25398/2442081     context_pool::alloc_req_context(int, int) [39]
                0.00    0.00   25437/2442081     context_pool::free_req_context(req_context*) [31]
                0.00    0.00   48540/2442081     bool __gnu_cxx::__ops::_Iter_pred<HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >)::{lambda(auto:1 const&)#1}>::operator()<__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > > >(__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >) [95]
                0.00    0.00   49395/2442081     HTTPBuilder::http_resp_add_content_type(std::basic_string_view<char, std::char_traits<char> >) [106]
                0.00    0.00   49715/2442081     HTTPBuilder::http_resp_add_custom_header(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >) [105]
                0.00    0.00   49943/2442081     HTTPBuilder::http_get_content_type(std::basic_string_view<char, std::char_traits<char> >) <cycle 1> [83]
                0.00    0.00  123013/2442081     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&) [59]
                0.00    0.00  146044/2442081     std::_Function_handler<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*), HTTPServer::setup_default_routes()::{lambda(req_context*)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [100]
