Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   74437/74437       EventPoll::handle_client_data(req_context*)::{lambda()#1} const* std::__addressof<EventPoll::handle_client_data(req_context*)::{lambda()#1} const>(EventPoll::handle_client_data(req_context*)::{lambda()#1} const&) [2847]
-----------------------------------------------
                0.00    0.00   74437/74437       std::_Function_base::_Base_manager<EventPoll::handle_client_data(req_context*)::{lambda()#1}>::_M_get_pointer(std::_Any_data const&) [2846]
[2847]   0.0    0.00    0.00   74437         EventPoll::handle_client_data(req_context*)::{lambda()#1} const* std::__addressof<EventPoll::handle_client_data(req_context*)::{lambda()#1} const>(EventPoll::handle_client_data(req_context*)::{lambda()#1} const&) [2847]
-----------------------------------------------
                0.00    0.00   73699/73699       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<void (*)(std::_Any_data const&)> >, std::is_move_constructible<void (*)(std::_Any_data const&)>, std::is_move_assignable<void (*)(std::_Any_data const&)> >::value, void>::type std::swap<void (*)(std::_Any_data const&)>(void (*&)(std::_Any_data const&), void (*&)(std::_Any_data const&)) [2906]
[2848]   0.0    0.00    0.00   73699         std::remove_reference<void (*&)(std::_Any_data const&)>::type&& std::move<void (*&)(std::_Any_data const&)>(void (*&)(std::_Any_data const&)) [2848]
-----------------------------------------------
                0.00    0.00   73626/73626       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)> >, std::is_move_constructible<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>, std::is_move_assignable<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)> >::value, void>::type std::swap<bool (*)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation), bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)) [2908]
[2849]   0.0    0.00    0.00   73626         std::remove_reference<bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>::type&& std::move<bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)>(bool (*&)(std::_Any_data&, std::_Any_data const&, std::_Manager_operation)) [2849]
-----------------------------------------------
                0.00    0.00   73597/73597       std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::_Any_data> >, std::is_move_constructible<std::_Any_data>, std::is_move_assignable<std::_Any_data> >::value, void>::type std::swap<std::_Any_data>(std::_Any_data&, std::_Any_data&) [2909]
[2850]   0.0    0.00    0.00   73597         std::remove_reference<std::_Any_data&>::type&& std::move<std::_Any_data&>(std::_Any_data&) [2850]
-----------------------------------------------
                0.00    0.00   24369/73210       std::vector<http_uri_handler, std::allocator<http_uri_handler> >::begin() [2915]
                0.00    0.00   48841/73210       std::vector<http_uri_handler, std::allocator<http_uri_handler> >::end() [2874]
[2851]   0.0    0.00    0.00   73210         __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >::__normal_iterator(http_uri_handler* const&) [2851]
-----------------------------------------------
                0.00    0.00   73162/73162       HTTPParser::parse_request(char const*) <cycle 1> [86]
[2852]   0.0    0.00    0.00   73162         bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [2852]
                0.00    0.00   73249/97542       bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [2836]
-----------------------------------------------
                0.00    0.00   72986/72986       std::array<std::basic_string_view<char, std::char_traits<char> >, 9ul>::data() const [2854]
[2853]   0.0    0.00    0.00   72986         std::__array_traits<std::basic_string_view<char, std::char_traits<char> >, 9ul>::_S_ptr(std::basic_string_view<char, std::char_traits<char> > const (&) [9]) [2853]
-----------------------------------------------
                0.00    0.00   24348/72960       std::array<std::basic_string_view<char, std::char_traits<char> >, 9ul>::begin() const [2917]
                0.00    0.00   48612/72960       std::array<std::basic_string_view<char, std::char_traits<char> >, 9ul>::end() const [2875]
[2854]   0.0    0.00    0.00   72960         std::array<std::basic_string_view<char, std::char_traits<char> >, 9ul>::data() const [2854]
                0.00    0.00   72986/72986       std::__array_traits<std::basic_string_view<char, std::char_traits<char> >, 9ul>::_S_ptr(std::basic_string_view<char, std::char_traits<char> > const (&) [9]) [2853]
-----------------------------------------------
                               72595             HTTPParser::parse_request(char const*) <cycle 1> [86]
[2855]   0.0    0.00    0.00   72595         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::basic_string_view<char, std::char_traits<char> >, void>(std::basic_string_view<char, std::char_traits<char> > const&, std::allocator<char> const&) <cycle 1> [2855]
                               72372             void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) <cycle 1> [98]
-----------------------------------------------
                0.00    0.00    1582/52159       void std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_push_back_aux<std::function<void ()> const&>(std::function<void ()> const&) <cycle 1> [2937]
                0.00    0.00   50577/52159       void std::condition_variable::wait<ThreadPool::ThreadLoop()::{lambda()#1}>(std::unique_lock<std::mutex>&, ThreadPool::ThreadLoop()::{lambda()#1}) <cycle 1> [2844]
[2856]   0.0    0.00    0.00   52159         std::function<void ()> const& std::forward<std::function<void ()> const&>(std::remove_reference<std::function<void ()> const&>::type&) [2856]
-----------------------------------------------
                0.00    0.00   50843/50843       context_pool::spin_lock(std::atomic_flag*) [71]
[2857]   0.0    0.00    0.00   50843         std::atomic_flag_test_and_set_explicit(std::atomic_flag*, std::memory_order) [2857]
-----------------------------------------------
                0.00    0.00   50839/50839       int std::atomic_load<int>(std::atomic<int> const*) [72]
[2858]   0.0    0.00    0.00   50839         int std::atomic_load_explicit<int>(std::atomic<int> const*, std::memory_order) [2858]
-----------------------------------------------
                0.00    0.00       1/50835       std::atomic_flag_clear(std::atomic_flag*) [3068]
                0.00    0.00   50834/50835       context_pool::spin_unlock(std::atomic_flag*) [2860]
[2859]   0.0    0.00    0.00   50835         std::atomic_flag_clear_explicit(std::atomic_flag*, std::memory_order) [2859]
-----------------------------------------------
                0.00    0.00   25385/50816       context_pool::alloc_req_context(int, int) [39]
                0.00    0.00   25431/50816       context_pool::free_req_context(req_context*) [31]
[2860]   0.0    0.00    0.00   50816         context_pool::spin_unlock(std::atomic_flag*) [2860]
                0.00    0.00   50834/50835       std::atomic_flag_clear_explicit(std::atomic_flag*, std::memory_order) [2859]
-----------------------------------------------
                               49879             void std::condition_variable::wait<ThreadPool::ThreadLoop()::{lambda()#1}>(std::unique_lock<std::mutex>&, ThreadPool::ThreadLoop()::{lambda()#1}) <cycle 1> [2844]
[2861]   0.0    0.00    0.00   49879         ThreadPool::busy() <cycle 1> [2861]
                               49802             std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::empty() const <cycle 1> [2866]
-----------------------------------------------
                0.00    0.00      18/49878       std::__detail::_Node_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, false, true>::_Node_iterator(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>*) [2983]
                0.00    0.00   49860/49878       std::__detail::_Node_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, false, true>::_Node_const_iterator(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>*) [2864]
[2862]   0.0    0.00    0.00   49878         std::__detail::_Node_iterator_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>*) [2862]
-----------------------------------------------
                               49856             std::unique_lock<std::mutex>::unlock() <cycle 1> [2865]
[2863]   0.0    0.00    0.00   49856         std::mutex::unlock() <cycle 1> [2863]
                               49896             __gthread_mutex_lock(pthread_mutex_t*) <cycle 1> [2822]
-----------------------------------------------
                0.00    0.00   24906/49829       std::_Function_handler<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*), HTTPServer::setup_default_routes()::{lambda(req_context*)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [100]
                0.00    0.00   24923/49829       std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const <cycle 1> [62]
[2864]   0.0    0.00    0.00   49829         std::__detail::_Node_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, false, true>::_Node_const_iterator(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>*) [2864]
                0.00    0.00   49860/49878       std::__detail::_Node_iterator_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>*) [2862]
-----------------------------------------------
                               25267             ThreadPool::QueueJob(std::function<void ()> const&) <cycle 1> [2883]
                0.03    0.05   24561/218857      ThreadPool::ThreadLoop() [2]
[2865]   0.0    0.00    0.00   49828         std::unique_lock<std::mutex>::unlock() <cycle 1> [2865]
                               49856             std::mutex::unlock() <cycle 1> [2863]
-----------------------------------------------
                               49802             ThreadPool::busy() <cycle 1> [2861]
[2866]   0.0    0.00    0.00   49802         std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::empty() const <cycle 1> [2866]
                               49727             std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::empty() const <cycle 1> [2867]
-----------------------------------------------
                               49727             std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::empty() const <cycle 1> [2866]
[2867]   0.0    0.00    0.00   49727         std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::empty() const <cycle 1> [2867]
                               49742             __gthread_mutex_lock(pthread_mutex_t*) <cycle 1> [2822]
-----------------------------------------------
                0.00    0.00   24567/49586       HTTPServer::build_error_response(int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [33]
                0.00    0.00   25019/49586       HTTPServer::build_success_response[abi:cxx11](int, std::basic_string_view<char, std::char_traits<char> >, unsigned long) <cycle 1> [43]
[2868]   0.0    0.00    0.00   49586         HTTPBuilder::http_resp_add_status(int) [2868]
-----------------------------------------------
                0.00    0.00   49456/49456       std::reference_wrapper<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::reference_wrapper<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, void, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [41]
[2869]   0.0    0.00    0.00   49456         std::reference_wrapper<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_S_fun(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [2869]
                0.00    0.00   49435/49435       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [2870]
-----------------------------------------------
                0.00    0.00   49435/49435       std::reference_wrapper<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_S_fun(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [2869]
[2870]   0.0    0.00    0.00   49435         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [2870]
-----------------------------------------------
                0.00    0.00   49278/49278       std::__cxx11::to_string(unsigned long) [51]
[2871]   0.0    0.00    0.00   49278         unsigned int std::__detail::__to_chars_len<unsigned long>(unsigned long, int) [2871]
-----------------------------------------------
                               49019             TLS wrapper function for http_server <cycle 1> [76]
[2872]   0.0    0.00    0.00   49019         TLS init function for http_server <cycle 1> [2872]
                                  12             std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) <cycle 1> [99]
                                  12             HTTPServer::HTTPServer(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) <cycle 1> [154]
-----------------------------------------------
                0.00    0.00   48716/48716       HTTPServer::build_error_response(int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [33]
[2873]   0.0    0.00    0.00   48716         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [2873]
                0.00    0.00   49095/97961       std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [2835]
-----------------------------------------------
                                 120             std::vector<http_uri_handler, std::allocator<http_uri_handler> >::end() [2874]
                0.00    0.00      60/48676       HTTPServer::add_route(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >, std::function<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& (req_context*)>) <cycle 1> [130]
                0.00    0.00      60/48676       void std::vector<http_uri_handler, std::allocator<http_uri_handler> >::_M_realloc_insert<http_uri_handler>(__gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >, http_uri_handler&&) [165]
                0.00    0.00   48556/48676       HTTPServer::find_handler(std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >) [55]
[2874]   0.0    0.00    0.00   48676+120     std::vector<http_uri_handler, std::allocator<http_uri_handler> >::end() [2874]
                0.00    0.00   48841/73210       __gnu_cxx::__normal_iterator<http_uri_handler*, std::vector<http_uri_handler, std::allocator<http_uri_handler> > >::__normal_iterator(http_uri_handler* const&) [2851]
                                 120             std::vector<http_uri_handler, std::allocator<http_uri_handler> >::end() [2874]
-----------------------------------------------
                0.00    0.00   48475/48475       HTTPParser::is_method_valid(std::basic_string_view<char, std::char_traits<char> >) [103]
[2875]   0.0    0.00    0.00   48475         std::array<std::basic_string_view<char, std::char_traits<char> >, 9ul>::end() const [2875]
                0.00    0.00   48612/72960       std::array<std::basic_string_view<char, std::char_traits<char> >, 9ul>::data() const [2854]
-----------------------------------------------
                0.00    0.00   22646/47674       ThreadPool::ThreadLoop() [2]
                0.00    0.00   25028/47674       ThreadPool::QueueJob(std::function<void ()> const&) <cycle 1> [2883]
[2876]   0.0    0.00    0.00   47674         std::unique_lock<std::mutex>::~unique_lock() [2876]
-----------------------------------------------
                0.00    0.00   46991/46991       std::unique_lock<std::mutex>::unique_lock(std::mutex&) <cycle 1> [2878]
[2877]   0.0    0.00    0.00   46991         std::mutex* std::__addressof<std::mutex>(std::mutex&) [2877]
-----------------------------------------------
                               25232             ThreadPool::QueueJob(std::function<void ()> const&) <cycle 1> [2883]
                0.03    0.05   21549/218857      ThreadPool::ThreadLoop() [2]
[2878]   0.0    0.00    0.00   46781         std::unique_lock<std::mutex>::unique_lock(std::mutex&) <cycle 1> [2878]
                0.00    0.00   46991/46991       std::mutex* std::__addressof<std::mutex>(std::mutex&) [2877]
                               47107             std::unique_lock<std::mutex>::lock() <cycle 1> [78]
-----------------------------------------------
                0.00    0.00       1/25412       Socket::tcp_socket(char const*, char const*) [3048]
                0.00    0.00   25411/25412       EventPoll::handle_new_connections() [34]
[2879]   0.0    0.00    0.00   25412         Socket::set_non_blocking(int) [2879]
-----------------------------------------------
                0.00    0.00   25385/25385       EventPoll::handle_new_connections() [34]
[2880]   0.0    0.00    0.00   25385         EventPoll::register_fd_ctx(req_context*, unsigned int) [2880]
-----------------------------------------------
                               25272             ThreadPool::QueueJob(std::function<void ()> const&) <cycle 1> [2883]
[2881]   0.0    0.00    0.00   25272         std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::push(std::function<void ()> const&) <cycle 1> [2881]
                               25271             std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::push_back(std::function<void ()> const&) <cycle 1> [2882]
-----------------------------------------------
                               25271             std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::push(std::function<void ()> const&) <cycle 1> [2881]
[2882]   0.0    0.00    0.00   25271         std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::push_back(std::function<void ()> const&) <cycle 1> [2882]
                               23725             void std::condition_variable::wait<ThreadPool::ThreadLoop()::{lambda()#1}>(std::unique_lock<std::mutex>&, ThreadPool::ThreadLoop()::{lambda()#1}) <cycle 1> [2844]
                                1578             void std::deque<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_push_back_aux<std::function<void ()> const&>(std::function<void ()> const&) <cycle 1> [2937]
-----------------------------------------------
                               25255             EventPoll::handle_client_data(req_context*) <cycle 1> [88]
[2883]   0.0    0.00    0.00   25255         ThreadPool::QueueJob(std::function<void ()> const&) <cycle 1> [2883]
                0.00    0.00   25028/47674       std::unique_lock<std::mutex>::~unique_lock() [2876]
                               25272             std::queue<std::function<void ()>, std::deque<std::function<void ()>, std::allocator<std::function<void ()> > > >::push(std::function<void ()> const&) <cycle 1> [2881]
                               25267             std::unique_lock<std::mutex>::unlock() <cycle 1> [2865]
                               25232             std::unique_lock<std::mutex>::unique_lock(std::mutex&) <cycle 1> [2878]
-----------------------------------------------
                0.00    0.00       2/25251       std::function<void (req_context*)>::function(std::function<void (req_context*)> const&) [158]
                0.00    0.00   25249/25251       EventPoll::handle_client_data(req_context*) <cycle 1> [88]
[2884]   0.0    0.00    0.00   25251         std::function<void (req_context*)>::operator bool() const [2884]
                0.00    0.00   25271/150194      bool std::_Function_base::_Base_manager<EventPoll::handle_client_data(req_context*)::{lambda()#1}>::_M_not_empty_function<EventPoll::handle_client_data(req_context*)::{lambda()#1}>(EventPoll::handle_client_data(req_context*)::{lambda()#1} const&) [clone .constprop.0] [2823]
-----------------------------------------------
                0.00    0.00   25152/25152       handleClient(req_context*) <cycle 1> [21]
[2885]   0.0    0.00    0.00   25152         EventPoll::mod_fd_write_ctx(req_context*) [2885]
-----------------------------------------------
                0.00    0.00      18/25074       std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const <cycle 1> [147]
                0.00    0.00      36/25074       std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::pair(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [176]
                0.00    0.00      36/25074       std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true> > >::_M_allocate_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&>(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [163]
                0.00    0.00   24984/25074       HTTPServer::setup_default_routes() <cycle 1> [60]
[2886]   0.0    0.00    0.00   25074         std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const& std::forward<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&>(std::remove_reference<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&>::type&) [2886]
-----------------------------------------------
                0.00    0.00      18/25016       std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const <cycle 1> [147]
                0.00    0.00   24998/25016       std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const <cycle 1> [62]
[2887]   0.0    0.00    0.00   25016         std::__detail::_Hash_code_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Select1st, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, true>::_M_hash_code(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [2887]
                0.00    0.00   25001/25001       std::_Hash_impl::hash(void const*, unsigned long, unsigned long) [2893]
-----------------------------------------------
                0.00    0.00   25014/25014       std::tuple_element<0ul, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::type const& std::get<0ul, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [2896]
[2888]   0.0    0.00    0.00   25014         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const& std::__pair_get<0ul>::__const_get<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [2888]
-----------------------------------------------
                0.00    0.00   25012/25012       std::__detail::_Hash_node_value_base<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_valptr() [2894]
[2889]   0.0    0.00    0.00   25012         __gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_ptr() [2889]
                0.00    0.00   25010/25010       __gnu_cxx::__aligned_buffer<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_addr() [2891]
-----------------------------------------------
                                  18             std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const <cycle 1> [147]
